Company Name,Job Title / Department (Aug 16-29 where public),Location / Vacancy Info,Walk-in or Direct Vacancy,Official / Public Apply or Contact Source,Public Recruitment / Careers Email,Public Phone,Eligibility / Salary,Two-Year QA Tablet Profile Match,Research Note
Madhav Pharma,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Magbro Healthcare Private Limited,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,"1-2 years experience, 4.0 - 5.5 Lac/Yr salary (Placement India job listing)",Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Mahamedha Bio Pharma,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Makcur Laboratories Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.makcur.com/career.html,hr@makcur.com,+91 96248 39922 (https://www.makcur.com/career.html),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Malladi Drugs & Pharmaceuticals Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.malladi.com/contact-us,careers@malladi.co.in,+91 44 6687 6900 (https://www.malladi.com/contact-us),"Experience: 2–10 years across QA roles (IPQA: 2–5 Years, AQA: 4–7 Years, Validation: 7–10 Years); Salary: Not publicly stated",Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Mallisetty Pharmaceuticals India Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://mallisettipharma.com/contact-us/,hr@mallisettipharma.com,+91 96187 82121 / +91 99497 19543 / +91 90596 82121 (https://mallisettipharma.com/contact-us/),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Malvern Panalytical India,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Manik Pharma Chem LLP,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Mankind Pharma Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.mankindpharma.com/career/ ; https://www.linkedin.com/posts/mankind-pharma-ltd_we-are-hiring-activity-7373213303965143040-iCoz,careers@mankindpharma.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Marksans Pharma Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.instagram.com/p/Db5eWpGMwbS/,career@marksanspharma.com,9607909654 / 7030064483 - https://www.instagram.com/p/DWyQhGMl-zj/?hl=en,1-8 Years - Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Maven Pharma Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Medi Caps Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,07292-256205 (Source: https://www.medicaps.com/contact.php),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Mediwin Laboratories Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://mediwinpharma.com/career/,hr1@mediwinpharma.com,+91-8238810025 (https://mediwinpharma.com/career/),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Medley Pharmaceuticals Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://medleylab.com/careers/career.html,hr@medleylab.com,+91-22-1234 5678 (https://medleylab.com/careers/career.html),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Medopharm Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.medopharm.com/career/,jobs@medopharm.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Megha Healthcare Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://meghahealthcare.com/careers.php,info@meghahealthcare.com,+91 9821325717 (Source: https://meghahealthcare.com/careers.php),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Mepro Pharmaceuticals Pvt. Ltd.,"QA – Assistant Manager (Vendor Qualification & Audit) and F&D – Officer posted on August 11, 2026",See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.linkedin.com/posts/ugrejiya-mihir-411789238_wearehiring-hiring-pharmajobs-activity-7492784268939558912-IZ-5,hr@mepro.in,93285 32560 - https://www.linkedin.com/posts/ugrejiya-mihir-411789238_wearehiring-hiring-pharmajobs-activity-7492784268939558912-IZ-5,"QA – Assistant Manager: B.Pharm / M.Pharm, Minimum 8 Years experience; F&D – Officer: B.Pharm / M.Pharm, Minimum 3 Years experience. Salary/CTC: Not publicly stated",Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Meyer Organics Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://meyer.co.in/site3/jobs/,careers@meyer.co.in,+91 22-2581-7000 (Source: https://meyer.co.in/contact-us.html),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Micro Labs Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.microlabsltd.com/contact ; https://in.linkedin.com/company/microlabslimited,hrrecruit@microlabs.in,+91-80-2237 0451-57 https://www.microlabsltd.com/contact ; +91-80-2237 0451-57 (https://www.microlabsltd.com/contact),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Milan Laboratories India Pvt. Ltd.,"IPQA & Production Officer (OSD) - Walk-in Interview on 23 August 2026 at Kamothe, Panvel (Source: https://pharmajobalert.in/milan-laboratories-india-pvt-ltd-walk-in-23-08-2026-sunday-for-multiple-positions/)",See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://milanlabs.com/careers/,talentpool@milanlabs.com,+91 80970 55531 (https://milanlabs.com/careers/),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Morepen Laboratories Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://pharmawisdom.co.in/morepen-laboratories-walk-in-on-9th-aug-2026/,hr.baddi@morepen.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
MS Pharma,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Mylan Laboratories Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://company.naukri.com/mylan-india-jobs/contact-us.html,careers@mylan.in,"+91.40.30866666 + https://company.naukri.com/mylan-india-jobs/contact-us.html ; +91.40.30866666, +91.40.23550543 (https://company.naukri.com/mylan-india-jobs/contact-us.html)",Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Natco Pharma Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.linkedin.com/posts/natcopharma_natcopharma-oncologyjobs-pharmacareers-activity-7279766385843433473-CDPl,seshasthri.tsp@natcopharma.co.in,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Nectar Lifesciences Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.linkedin.com/posts/nectar-life-science_nectar-lifesciences-ltd-i-pharmaceutical-activity-7019293466828390400-GBK6,hr@neclife.com,"+91-1762-532598, +91-6284702108 (Source: https://pharmastuff.org/job/neclife-multiple-departments-hiring)",Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Neon Laboratories Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.linkedin.com/posts/neon-laboratories_neon-laboratories-limited-is-hiring-for-accounts-activity-7403010711754297344-zJHo,hr@neongroup.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Neuland Laboratories Ltd.,Fixed Term Employment walk-in interview on 16 August 2026 at Hyderabad for manufacturing units (production support) targeting freshers.,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,+91 8179538447 https://pharmajobalert.in/neuland-laboratories-ltd-walk-in-interviews-16-08-2026-sunday-freshers/,"Freshers (Age 18-23, 2021-2025 pass-outs in Intermediate MPC/BiPC or B.Sc Chemistry); Salary: Rs. 2,05,000/- per annum.",Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Nirma Ltd. (Healthcare),Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://nirma.co.in/contact/,Not publicly verified,+91-79-27549000 (https://nirma.co.in/contact/),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Nitin Lifesciences Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://pharmabharat.com/nitin-lifesciences-ltd-hiring-for-quality-control-assurance-and-microbiology/,jobs@nitinlifesciences.com,"7831948425, 6397241351 (https://pharmabharat.com/nitin-lifesciences-ltd-hiring-for-quality-control-assurance-and-microbiology/)",Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Norex Flavours Pvt. Ltd.,"Quality Assurance Manager (5-8 years experience, Dhanaura, U.P., active until August 27, 2026; Source: https://bebee.com/in/jobs/quality-assurance-manager-norex-flavours-private-limited-dhanaura--talent-628544467580226348)",See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.facebook.com/norexflavours/posts/were-hiring-join-norex-flavours-private-limited-and-become-part-of-a-team-thats-/1140373448316148/,jobs@norex.in,Not publicly verified,Experience: 5-8 years; Salary/CTC: Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Norex Healthcare Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.facebook.com/norexflavours/posts/were-hiring-join-norex-flavours-private-limited-and-become-part-of-a-team-thats-/1140373448316148/,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Novartis India Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Omega Pharma,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
OmniActive Health Technologies Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://omniactives.com/career/,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Oneiro Life Sciences Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.oneirolifecare.com/career.aspx,recruitment@oneirolifecare.com,+91-265-2341648 (https://www.oneirolifecare.com/),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Optho Remedies Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,"+91-7388815222, +91-9621053666 (Source: https://www.mims.com/india/company/info/optho-remedies/about)",Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Orchid Chemicals & Pharmaceuticals Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Orchid Pharma Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Orison Pharmaceuticals Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Ornate Healthcare Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.ornatepharma.com/career/,Not publicly verified,+91 (079) 22902005 / +91 (079) 22902008,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Osho Pharma Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Otsuka Pharmaceutical India Pvt. Ltd.,"Walk-In Interview on 22nd August 2026 for Quality Assurance and Quality Control at Ahmedabad, Gujarat",See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://otsukapharma.in/career-opi/ ; https://otsukapharma.in/contact-us/ ; https://pharmawisdom.co.in/otsuka-pharmaceutical-walk-in-interviews-for-qc-qa-on-22nd-aug-2026/,careers@otsukapharma.in,+91 79662 16000 - https://otsukapharma.in/contact-us/,Experience: 2 to 6 Years; Qualification: B.Sc. / B.Pharm. / M.Sc. / M.Pharm; Salary/CTC: Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Pace Pharmaceuticals Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.pacebiotech.com/career/,hr@pacebiotech.com,"+91-9896401911, +91-8894789974 (https://www.pacebiotech.com/career/)",Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Pacific Pharmaceuticals Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.linkedin.com/posts/pacific-pharma_jobs-careeropportunity-pharmaceuticals-activity-7314885708110880768-nLjT,jobs@pacificpharmaceuticals.com.pk,"03028440891, https://www.linkedin.com/posts/pacific-pharma_jobs-careeropportunity-pharmaceuticals-activity-7314885708110880768-nLjT",Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Palsons Derma Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.linkedin.com/posts/palsonsderma_wearehiring-hiring-contentstrategist-activity-7322234070506049537-HHQ-,hr@palsonsderma.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Panacea Biotec Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.panaceabiotec.com/en/career,careers@panaceabiotec.com; hr@panaceabiotec.com; niteshmehta@panaceabiotec.com,"+91-9779422879 (Nitesh Mehta, HR) / +91-8699788830 (Ankit Sharma, HR), https://pharmabharat.com/panacea-biotec-walk-in-interviews-production-qc-qa/",Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Parabolic Drugs Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://parabolicdrugs.com/careers.asp,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Paras Pharmaceuticals Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Park Pharmaceuticals Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Pax Healthcare Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,"+91-9216325808, +91-9216325807 - https://www.paxhealthcare.com/contact-us/",Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Pfizer India Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Piramal Enterprises Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Piramal Pharma Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Piramal Pharma Solutions,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,+91-22-3802 3000/4000 (Source: https://www.piramalpharmasolutions.com/contact-us),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Plethico Pharmaceuticals Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Polymed Medical Devices,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.polymedicure.com/careers/,career@polymedicure.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Polymed Therapeutics,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Pragati Biocare,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Prakash Chemicals International Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://pciplindia.com/work-with-us/,careers@prakashchemicals.com,+91-265-6126000 (https://pciplindia.com/work-with-us/),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Pristine Pharmaceuticals Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Prudent Healthcare,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
RPG Life Sciences Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.linkedin.com/posts/rpg-life-sciences_hiring-pharmaindustry-rpglifesciences-activity-7420421916425080832-Psy0,recruitments@rpgls.com,+91-22-69757100 (https://www.rpglifesciences.com/website/contact_us.php),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Rusan Pharma Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.rusanpharma.com/career.html,hrmumbai@rusanpharma.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
S Kant Healthcare Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://skant.com/employee-engagement/,career@skant.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Sagar Drugs & Pharmaceuticals Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Sai Life Sciences Ltd.,Production Professionals / Production Chemist (API) Walk-In Interview on 17 August 2026 at Hyderabad (Source: https://www.instagram.com/p/DXHqtBbkvuX/),See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://sailife.com/careers/,careers@sailife.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Samarth Life Sciences Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://samarthlife.com/career,jayesh.sail@samarthlife.com,022-28710678 Ext. 213 / 207 (Source: https://samarthlife.com/contact-us),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Sandoz India Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Sangam Health Care Products Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Sanofi India Ltd.,"Quality Assurance Specialist at Sanofi India (Verna, Goa site; Job Requisition ID: R2865890, application deadline August 22–23, 2026). Source: https://sanofi.wd3.myworkdayjobs.com/en-US/SanofiCareers/job/Quality-Assurance-Specialist_R2865890",See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,Not publicly verified,Not publicly verified,Not publicly verified,"Eligibility: B.Pharm / M.Pharm with 2–5 years of experience in Quality Systems / Assurance. Salary/CTC: Not publicly stated on official portal (industry aggregates estimate ₹5,50,000 – ₹8,50,000 per annum).",Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Sava Healthcare Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://in.linkedin.com/company/sava-healthcare-limited,careers@savaglobal.com,+91 20 3051 6100 (Source: SAVA Healthcare official website and careers page),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Sequent Scientific Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://pharmajobspost.in/viyash-scientific-limited-hiring-2026-qc-production-qa-warehouse-jobs/,praveen.g@viyash.com,+91 8008684988,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Serum Institute of India Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.seruminstitute.com/contact_us.php,hr@seruminstitute.com,+91-20-26993900,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Shalina Healthcare Pvt. Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.linkedin.com/posts/shalina-healthcare_shalinahealthcare-joinshalinahealthcare-activity-7061362235717074944-7-Kx,recruitment@shalina.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Shilpa Medicare Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://pharmastuff.org/job/formulation-development-bpharm-mpharm,hr.bfrnd@shilpamedicare.com,+91-9686397127 (https://shilpapharma.com/careers/),Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
Shree Ganesh Remedies Ltd.,Not publicly verified,See cited source(s); not every company had a current vacancy,See source; Not publicly verified where no role/date was found,https://www.ganeshremedies.com/careers,careers@ganeshremedies.com,Not publicly verified,Not publicly stated,Review date/role above; not automatically inferred,Source-cited public contact directory. Reconfirm current vacancy directly with company before applying.
